2026/08/18 20:47:49 Database: Menggunakan password terenkripsi (DB_PASSWORD_ENCRYPTED).
2026/08/18 20:47:49 Database TRACE_LEVEL=1: API Request Log Only (SQL Logging OFF)
2026/08/18 20:47:49 Database connection successfully established with optimized Connection Pool (Max 200 Conns).
=================================================================
🚀 LMS BACKEND v2.0 - SECURITY & RBAC ENFORCEMENT ACTIVE 🚀
=================================================================
2026/08/18 20:47:49 SECURITY CHECK: RBACRoleMenuMiddleware and AuthMiddleware loaded successfully.
2026/08/18 20:47:49 [LMS-API-LOG] Gin HTTP logger active (TRACE_LEVEL=1)
2026/08/18 20:47:49 [PRODUCT-CACHE] Cache diperbarui: 4 produk dimuat.
2026/08/18 20:47:49 Starting HTTPS server on port 8086 using cert ./sertifikat/lims.local+2.pem and key ./sertifikat/lims.local+2-key.pem
2026/08/18 20:47:49 [PPROF] Starting Go profiler server on http://localhost:6060/debug/pprof
[LMS-API-LOG] 2026/08/18 - 20:48:03 | 127.0.0.1 | 200 |        0,161 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,994 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,455 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,312 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,911 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,910 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,224 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,312 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,476 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,991 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,450 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,078 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,261 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,317 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,334 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,794 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,364 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,953 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,297 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,399 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,879 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,241 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,577 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,747 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,468 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,147 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,344 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,192 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,401 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,296 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,629 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,228 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,318 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,006 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,412 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,218 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,401 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,010 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,406 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,334 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,915 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        5,019 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,416 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,354 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,033 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,210 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,302 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,325 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,463 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,273 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        4,646 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,727 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,764 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,772 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,513 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,099 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,641 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,272 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,206 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,401 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,639 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,148 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,613 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,481 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,137 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,748 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,527 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,485 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,189 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,570 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,140 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,267 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,093 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,675 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,478 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,990 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,480 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,421 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,282 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,175 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,818 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,518 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,243 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,141 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,154 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,796 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,233 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,753 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,578 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,969 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,361 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,679 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,772 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,386 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,240 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,938 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,211 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,784 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,689 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,611 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,875 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,653 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,450 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,558 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,552 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,990 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,331 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,321 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,521 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,330 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,113 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,248 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,888 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,207 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,454 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,797 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,764 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,286 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,426 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,381 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,864 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,950 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,569 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,463 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,448 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,514 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,165 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,398 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,205 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,464 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,419 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,286 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,226 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,618 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,009 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,552 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,168 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,586 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,776 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,930 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,662 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,107 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,930 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,762 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,497 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,207 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:26 | 127.0.0.1 | 200 |        0,261 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,385 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,697 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,552 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,738 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,452 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,505 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:26 | 127.0.0.1 | 200 |        1,699 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,249 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,088 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,215 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,397 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,319 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,702 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,513 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,474 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,392 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,667 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,417 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,259 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,896 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,490 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,575 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,409 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,308 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,932 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,346 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,469 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,231 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,992 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,341 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,445 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,649 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,423 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,682 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,877 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,252 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,846 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,568 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,594 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,167 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,432 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,362 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,434 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,491 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,238 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,245 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,410 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,419 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,392 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,234 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,841 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,280 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,236 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,507 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,873 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,428 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,830 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,622 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,413 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:26 | 127.0.0.1 | 200 |        1,980 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,240 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,475 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,229 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,543 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,456 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,508 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        2,759 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,457 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        3,361 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,510 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,546 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,837 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        0,289 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:48:25 | 127.0.0.1 | 200 |        1,815 | <300ms | GET /api/members
